STT,Biệt dược,SĐK,Hoạt chất,Chỉ định nguồn,Thuật ngữ gợi ý,Mã ICD-10,Tên ICD-10 chính thức,Cảnh báo mã
190,Navelbine,300110185525,Vinorelbin,Ung thư phổi không tế bào nhỏ và ung thư vú tiến triển theo phác đồ,Ung thư phổi,C34.9,"U ác tính ở phế quản hoặc phổi, không xác định",
191,Nefopam hydroclorid,893110447924,Nefopam,"Giảm đau cấp và mạn mức độ vừa, đặc biệt đau sau phẫu thuật; không có tác dụng chống viêm",Đau,R52.9,"Đau, không xác định",
192,Neoamiyu,VN-16106-13,Dung dịch acid amin dùng đường tĩnh mạch,Cung cấp acid amin trong dinh dưỡng ngoài đường tiêu hóa khi đường tiêu hóa không sử dụng được hoặc không đủ,Suy dinh dưỡng,E46,Suy dinh dưỡng do thiếu protein - năng lượng không xác định,
193,"Nerusyn 1,5g",893110387824,Ampicilin + sulbactam,"Nhiễm khuẩn hô hấp, tiết niệu, da-mô mềm, ổ bụng, phụ khoa và nhiễm khuẩn hỗn hợp do vi khuẩn nhạy cảm","Nhiễm khuẩn hô hấp dưới, chưa xác định vị trí",J22,Nhiễm trùng hô hấp dưới cấp tính không xác định,
193,"Nerusyn 1,5g",893110387824,Ampicilin + sulbactam,"Nhiễm khuẩn hô hấp, tiết niệu, da-mô mềm, ổ bụng, phụ khoa và nhiễm khuẩn hỗn hợp do vi khuẩn nhạy cảm",Viêm phúc mạc/nhiễm khuẩn ổ bụng,K65.9,"Viêm phúc mạc, không xác định",
193,"Nerusyn 1,5g",893110387824,Ampicilin + sulbactam,"Nhiễm khuẩn hô hấp, tiết niệu, da-mô mềm, ổ bụng, phụ khoa và nhiễm khuẩn hỗn hợp do vi khuẩn nhạy cảm",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
193,"Nerusyn 1,5g",893110387824,Ampicilin + sulbactam,"Nhiễm khuẩn hô hấp, tiết niệu, da-mô mềm, ổ bụng, phụ khoa và nhiễm khuẩn hỗn hợp do vi khuẩn nhạy cảm",Viêm vùng chậu/phụ khoa,N73.9,"Bệnh viêm tiểu khung ở nữ giới, không xác định",Mã chỉ/chủ yếu ở nữ
193,"Nerusyn 1,5g",893110387824,Ampicilin + sulbactam,"Nhiễm khuẩn hô hấp, tiết niệu, da-mô mềm, ổ bụng, phụ khoa và nhiễm khuẩn hỗn hợp do vi khuẩn nhạy cảm",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
194,Nexium Inj 40mg 1'S,VN-15719-12,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",GERD,K21.9,Bệnh trào ngược dạ dày - thực quản không kèm viêm thực quản,
194,Nexium Inj 40mg 1'S,VN-15719-12,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Loét dạ dày,K25.9,"Loét dạ dày, không xác định mạn tính hoặc cấp tính, không xuất huyết hoặc thủng",
194,Nexium Inj 40mg 1'S,VN-15719-12,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Loét tá tràng,K26.9,"Loét tá tràng, không xác định mạn tính hoặc cấp tính, không xuất huyết hoặc thủng",
194,Nexium Inj 40mg 1'S,VN-15719-12,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Viêm dạ dày,K29.7,"Viêm dạ dày, không xác định",
194,Nexium Inj 40mg 1'S,VN-15719-12,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Xuất huyết tiêu hóa,K92.2,"Xuất huyết tiêu hóa [phân đen], không xác định",
194,Nexium Inj 40mg 1'S,VN-15719-12,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Nhiễm Helicobacter pylori,B98.0,Vi khuẩn Helicobacter pylori [H.pylori] là nguyên nhân gây bệnh phân loại ở chương khác,Không dùng làm bệnh chính
195,Nikoramyl 5,VD-30393-18,Nicorandil,Điều trị triệu chứng đau thắt ngực ổn định khi lựa chọn hàng đầu không phù hợp hoặc chưa kiểm soát,Đau thắt ngực,I20.9,"Cơn đau thắt ngực, không xác định",
196,Nikoramyl 5,VD-30393-18,Nicorandil,Điều trị triệu chứng đau thắt ngực ổn định khi lựa chọn hàng đầu không phù hợp hoặc chưa kiểm soát,Đau thắt ngực,I20.9,"Cơn đau thắt ngực, không xác định",
197,Nikoramyl 5,893110310400,Nicorandil,Điều trị triệu chứng đau thắt ngực ổn định khi lựa chọn hàng đầu không phù hợp hoặc chưa kiểm soát,Đau thắt ngực,I20.9,"Cơn đau thắt ngực, không xác định",
198,"Nitralmyl 0,6",VD-34179-20,Nitroglycerin,"Cắt cơn đau thắt ngực; hội chứng vành cấp, phù phổi cấp hoặc tăng huyết áp cấp có chỉ định dùng nitrate",Tăng huyết áp,I10,Bệnh tăng huyết áp vô căn (nguyên phát),
198,"Nitralmyl 0,6",VD-34179-20,Nitroglycerin,"Cắt cơn đau thắt ngực; hội chứng vành cấp, phù phổi cấp hoặc tăng huyết áp cấp có chỉ định dùng nitrate",Đau thắt ngực,I20.9,"Cơn đau thắt ngực, không xác định",
198,"Nitralmyl 0,6",VD-34179-20,Nitroglycerin,"Cắt cơn đau thắt ngực; hội chứng vành cấp, phù phổi cấp hoặc tăng huyết áp cấp có chỉ định dùng nitrate",Hội chứng vành cấp,I24.9,"Bệnh tim do thiếu máu cục bộ cấp tính, không xác định",
199,Noradrenalin 1 mg/ml,893110750024,Noradrenalin (norepinephrin) 1 mg/ml,Sốc nhiễm khuẩn hoặc sốc giãn mạch có hạ huyết áp sau hồi sức dịch thích hợp | Hạ huyết áp cấp nặng cần thuốc co mạch trong hồi sức/gây mê theo phác đồ.,Hạ huyết áp,I95.9,"Hạ huyết áp, không xác định",
199,Noradrenalin 1 mg/ml,893110750024,Noradrenalin (norepinephrin) 1 mg/ml,Sốc nhiễm khuẩn hoặc sốc giãn mạch có hạ huyết áp sau hồi sức dịch thích hợp | Hạ huyết áp cấp nặng cần thuốc co mạch trong hồi sức/gây mê theo phác đồ.,Sốc nhiễm khuẩn,R57.2,Sốc nhiễm trùng,
199,Noradrenalin 1 mg/ml,893110750024,Noradrenalin (norepinephrin) 1 mg/ml,Sốc nhiễm khuẩn hoặc sốc giãn mạch có hạ huyết áp sau hồi sức dịch thích hợp | Hạ huyết áp cấp nặng cần thuốc co mạch trong hồi sức/gây mê theo phác đồ.,"Sốc, không xác định",R57.9,"Sốc, không xác định",
199,Noradrenalin 1 mg/ml,893110750024,Noradrenalin (norepinephrin) 1 mg/ml,Sốc nhiễm khuẩn hoặc sốc giãn mạch có hạ huyết áp sau hồi sức dịch thích hợp | Hạ huyết áp cấp nặng cần thuốc co mạch trong hồi sức/gây mê theo phác đồ.,Nhiễm khuẩn huyết,A41.9,"Nhiễm trùng hệ thống, không xác định",
199,Noradrenalin 1 mg/ml,893110750024,Noradrenalin (norepinephrin) 1 mg/ml,Sốc nhiễm khuẩn hoặc sốc giãn mạch có hạ huyết áp sau hồi sức dịch thích hợp | Hạ huyết áp cấp nặng cần thuốc co mạch trong hồi sức/gây mê theo phác đồ.,Chăm sóc liên quan gây tê/gây mê/thủ thuật,Z51.4,"Chăm sóc chuẩn bị cho điều trị tiếp theo, không phân loại mục khác",
200,NORMAGUT,QLSP-823-14,Saccharomyces boulardii,"Hỗ trợ phòng/điều trị tiêu chảy liên quan kháng sinh, tiêu chảy cấp và tiêu chảy du lịch",Tiêu chảy,A09,Viêm dạ dày - ruột và/hoặc đại tràng do nhiễm trùng và/hoặc không xác định căn nguyên,Có mã 4/5 ký tự cụ thể hơn
201,Novocain 3%,VD-23766-15,Procain,Gây tê tại chỗ hoặc phong bế thần kinh trong thủ thuật,Chăm sóc liên quan gây tê/gây mê/thủ thuật,Z51.4,"Chăm sóc chuẩn bị cho điều trị tiếp theo, không phân loại mục khác",
202,Novocain 3%,VD-26322-17,Procain,Gây tê tại chỗ hoặc phong bế thần kinh trong thủ thuật,Chăm sóc liên quan gây tê/gây mê/thủ thuật,Z51.4,"Chăm sóc chuẩn bị cho điều trị tiếp theo, không phân loại mục khác",
203,Nước cất tiêm,VD-18797-13,Nước cất pha tiêm,Hoàn nguyên hoặc pha loãng thuốc tiêm khi HDSD chỉ định,Chăm sóc y tế khác/dung môi pha thuốc,Z51.8,Chăm sóc y tế xác định khác,
204,Nước cất tiệt trùng,Không áp dụng SĐK thuốc – nước cất tiệt trùng dùng ngoài,Nước cất tiệt trùng dùng ngoài,"Rửa, làm sạch hoặc làm ẩm trong chăm sóc y tế theo mục đích của sản phẩm",Chăm sóc vết thương/chăm sóc y tế khác,Z48.0,Chăm sóc liên quan băng và/hoặc vết khâu phẫu thuật,
204,Nước cất tiệt trùng,Không áp dụng SĐK thuốc – nước cất tiệt trùng dùng ngoài,Nước cất tiệt trùng dùng ngoài,"Rửa, làm sạch hoặc làm ẩm trong chăm sóc y tế theo mục đích của sản phẩm",Chăm sóc vết thương/chăm sóc y tế khác,Z51.8,Chăm sóc y tế xác định khác,
205,Nước Oxy già 3%,VS-4969-16,Hydrogen peroxide 3%,Làm sạch tạm thời vết thương nông; sát khuẩn bề mặt theo HDSD,Chăm sóc vết thương,Z48.0,Chăm sóc liên quan băng và/hoặc vết khâu phẫu thuật,
206,Ocebiso,893110214824,Sulfamethoxazol + trimethoprim,"Nhiễm khuẩn tiết niệu, hô hấp chọn lọc, da do MRSA cộng đồng, tiêu hóa | điều trị/dự phòng Pneumocystis; nocardiosis",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
206,Ocebiso,893110214824,Sulfamethoxazol + trimethoprim,"Nhiễm khuẩn tiết niệu, hô hấp chọn lọc, da do MRSA cộng đồng, tiêu hóa | điều trị/dự phòng Pneumocystis; nocardiosis",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
206,Ocebiso,893110214824,Sulfamethoxazol + trimethoprim,"Nhiễm khuẩn tiết niệu, hô hấp chọn lọc, da do MRSA cộng đồng, tiêu hóa | điều trị/dự phòng Pneumocystis; nocardiosis",Nhiễm Pneumocystis,B48.5†,Bệnh nhiễm nấm pneumocystis,
206,Ocebiso,893110214824,Sulfamethoxazol + trimethoprim,"Nhiễm khuẩn tiết niệu, hô hấp chọn lọc, da do MRSA cộng đồng, tiêu hóa | điều trị/dự phòng Pneumocystis; nocardiosis",Nocardiosis,A43.9,"Bệnh do nhiễm nocardia, không xác định",
207,Ocemethyl,893110634824,Methylprednisolon,"Bệnh viêm, dị ứng, tự miễn, đợt cấp hen/COPD, phù và các chỉ định cần corticosteroid",Hen phế quản,J45.9,"Hen phế quản [hen suyễn] [hen], không xác định",
207,Ocemethyl,893110634824,Methylprednisolon,"Bệnh viêm, dị ứng, tự miễn, đợt cấp hen/COPD, phù và các chỉ định cần corticosteroid",Bệnh phổi tắc nghẽn mạn tính,J44.9,"Bệnh phổi tắc nghẽn mạn tính, không xác định",
207,Ocemethyl,893110634824,Methylprednisolon,"Bệnh viêm, dị ứng, tự miễn, đợt cấp hen/COPD, phù và các chỉ định cần corticosteroid",Bệnh tự miễn,M35.9,"Tổn thương hệ thống của mô liên kết, không xác định",
208,Ocepred,893110635124,Methylprednisolon,"Bệnh viêm, dị ứng, tự miễn, đợt cấp hen/COPD, phù và các chỉ định cần corticosteroid",Hen phế quản,J45.9,"Hen phế quản [hen suyễn] [hen], không xác định",
208,Ocepred,893110635124,Methylprednisolon,"Bệnh viêm, dị ứng, tự miễn, đợt cấp hen/COPD, phù và các chỉ định cần corticosteroid",Bệnh phổi tắc nghẽn mạn tính,J44.9,"Bệnh phổi tắc nghẽn mạn tính, không xác định",
208,Ocepred,893110635124,Methylprednisolon,"Bệnh viêm, dị ứng, tự miễn, đợt cấp hen/COPD, phù và các chỉ định cần corticosteroid",Bệnh tự miễn,M35.9,"Tổn thương hệ thống của mô liên kết, không xác định",
209,Octreotide,VN-19094-15,Octreotid,"Xuất huyết tiêu hóa do tăng áp cửa, u nội tiết tiết hormon, tiêu chảy tiết dịch và một số chỉ định chuyên khoa",Tiêu chảy,A09,Viêm dạ dày - ruột và/hoặc đại tràng do nhiễm trùng và/hoặc không xác định căn nguyên,Có mã 4/5 ký tự cụ thể hơn
209,Octreotide,VN-19094-15,Octreotid,"Xuất huyết tiêu hóa do tăng áp cửa, u nội tiết tiết hormon, tiêu chảy tiết dịch và một số chỉ định chuyên khoa",Xuất huyết tiêu hóa,K92.2,"Xuất huyết tiêu hóa [phân đen], không xác định",
209,Octreotide,VN-19094-15,Octreotid,"Xuất huyết tiêu hóa do tăng áp cửa, u nội tiết tiết hormon, tiêu chảy tiết dịch và một số chỉ định chuyên khoa",U nội tiết,C75.9,"U ác tính ở tuyến nội tiết, không xác định",
210,Oflovid mỡ 3.5g,VN-18723-15,Ofloxacin,"Viêm kết mạc, viêm bờ mi, viêm giác mạc do vi khuẩn nhạy cảm; dự phòng nhiễm khuẩn quanh thủ thuật mắt khi chỉ định",Viêm kết mạc,H10.9,"Viêm kết mạc, không xác định",
210,Oflovid mỡ 3.5g,VN-18723-15,Ofloxacin,"Viêm kết mạc, viêm bờ mi, viêm giác mạc do vi khuẩn nhạy cảm; dự phòng nhiễm khuẩn quanh thủ thuật mắt khi chỉ định",Viêm bờ mi,H01.0,Viêm bờ mi,
210,Oflovid mỡ 3.5g,VN-18723-15,Ofloxacin,"Viêm kết mạc, viêm bờ mi, viêm giác mạc do vi khuẩn nhạy cảm; dự phòng nhiễm khuẩn quanh thủ thuật mắt khi chỉ định",Viêm giác mạc,H16.9,"Viêm giác mạc, không xác định",
210,Oflovid mỡ 3.5g,VN-18723-15,Ofloxacin,"Viêm kết mạc, viêm bờ mi, viêm giác mạc do vi khuẩn nhạy cảm; dự phòng nhiễm khuẩn quanh thủ thuật mắt khi chỉ định",Dự phòng nhiễm khuẩn/thủ thuật,Z29.2,Hóa trị liệu dự phòng khác,
210,Oflovid mỡ 3.5g,VN-18723-15,Ofloxacin,"Viêm kết mạc, viêm bờ mi, viêm giác mạc do vi khuẩn nhạy cảm; dự phòng nhiễm khuẩn quanh thủ thuật mắt khi chỉ định",Khám/thủ thuật nhãn khoa,Z01.0,Khám mắt và/hoặc kiểm tra thị lực,
211,Omnipaque 100ml,539110067223,Iohexol,"Thuốc cản quang iod cho CT, chụp mạch, niệu đồ và các thủ thuật chẩn đoán phù hợp",Khám/chẩn đoán hình ảnh có cản quang,Z01.8,Khám chuyên khoa xác định khác,
212,Omnipaque 50ml,539110067223,Iohexol,"Thuốc cản quang iod cho CT, chụp mạch, niệu đồ và các thủ thuật chẩn đoán phù hợp",Khám/chẩn đoán hình ảnh có cản quang,Z01.8,Khám chuyên khoa xác định khác,
213,Oresol new,VD-23143-15,Natri clorid + kali clorid + natri citrat + glucose khan (ORS),"Bù nước và điện giải đường uống trong tiêu chảy cấp, nôn hoặc mất nước nhẹ–vừa khi người bệnh còn uống được. | Dự phòng mất nước tiếp diễn theo phác đồ điều trị tiêu chảy.",Tiêu chảy,A09,Viêm dạ dày - ruột và/hoặc đại tràng do nhiễm trùng và/hoặc không xác định căn nguyên,Có mã 4/5 ký tự cụ thể hơn
213,Oresol new,VD-23143-15,Natri clorid + kali clorid + natri citrat + glucose khan (ORS),"Bù nước và điện giải đường uống trong tiêu chảy cấp, nôn hoặc mất nước nhẹ–vừa khi người bệnh còn uống được. | Dự phòng mất nước tiếp diễn theo phác đồ điều trị tiêu chảy.",Mất nước/giảm thể tích,E86,Giảm thể tích,
213,Oresol new,VD-23143-15,Natri clorid + kali clorid + natri citrat + glucose khan (ORS),"Bù nước và điện giải đường uống trong tiêu chảy cấp, nôn hoặc mất nước nhẹ–vừa khi người bệnh còn uống được. | Dự phòng mất nước tiếp diễn theo phác đồ điều trị tiêu chảy.",Buồn nôn/nôn,R11,Buồn nôn và/hoặc nôn,
214,Ostenil,15685NK/BYT-TB-CT,Natri hyaluronat tiêm nội khớp (thiết bị y tế),"Giảm đau và cải thiện vận động trong thoái hóa khớp, chủ yếu khớp gối",Đau,R52.9,"Đau, không xác định",
214,Ostenil,15685NK/BYT-TB-CT,Natri hyaluronat tiêm nội khớp (thiết bị y tế),"Giảm đau và cải thiện vận động trong thoái hóa khớp, chủ yếu khớp gối",Thoái hóa khớp,M19.9,"Thoái hóa khớp, không xác định",Có mã 4/5 ký tự cụ thể hơn
214,Ostenil,15685NK/BYT-TB-CT,Natri hyaluronat tiêm nội khớp (thiết bị y tế),"Giảm đau và cải thiện vận động trong thoái hóa khớp, chủ yếu khớp gối",Thoái hóa khớp gối,M17.9,"Thoái hóa khớp gối, không xác định",
215,Ostenil Plus,14545NK/BYT-TB-CT,Natri hyaluronat tiêm nội khớp (thiết bị y tế),"Giảm đau và cải thiện vận động trong thoái hóa khớp, chủ yếu khớp gối",Đau,R52.9,"Đau, không xác định",
215,Ostenil Plus,14545NK/BYT-TB-CT,Natri hyaluronat tiêm nội khớp (thiết bị y tế),"Giảm đau và cải thiện vận động trong thoái hóa khớp, chủ yếu khớp gối",Thoái hóa khớp,M19.9,"Thoái hóa khớp, không xác định",Có mã 4/5 ký tự cụ thể hơn
215,Ostenil Plus,14545NK/BYT-TB-CT,Natri hyaluronat tiêm nội khớp (thiết bị y tế),"Giảm đau và cải thiện vận động trong thoái hóa khớp, chủ yếu khớp gối",Thoái hóa khớp gối,M17.9,"Thoái hóa khớp gối, không xác định",
216,Otilin,893100057223,Xylometazolin,"Nghẹt mũi do viêm mũi, viêm xoang hoặc cảm lạnh; hỗ trợ dẫn lưu xoang/tai giữa",Viêm xoang,J01.9,"Viêm xoang cấp tính, không xác định",
216,Otilin,893100057223,Xylometazolin,"Nghẹt mũi do viêm mũi, viêm xoang hoặc cảm lạnh; hỗ trợ dẫn lưu xoang/tai giữa",Viêm xoang,J32.9,"Viêm xoang mạn tính, không xác định",
